url,heading,release,last_edited,pub,publication,time_period,is_latest_release
https://explore-education-statistics.service.gov.uk/find-statistics/education-health-and-care-plans,"Education, health and care plans",Reporting year 2023,08-Jun-23,NA,"Education, health and care plans",2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/elective-home-education,Elective home education,Academic year 2022/23,18-May-23,NA,Elective home education,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/local-authority-school-places-scorecards,Local authority school places scorecards,Reporting year 2022,29-Jun-23,NA,Local authority school places scorecards,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme,National Tutoring Programme,Academic year 2023/24,14-Dec-23,NA,National Tutoring Programme,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-pupil-projections,National pupil projections,Reporting year 2023,19-Oct-23,NA,National pupil projections,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/parental-responsibility-measures,Parental responsibility measures,Academic year 2022/23,14-Dec-23,NA,Parental responsibility measures,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-and-spring-terms,Pupil absence in schools in England: autumn and spring terms,Autumn and spring term 2021/22,20-Oct-22,NA,Pupil absence in schools in England: autumn and spring terms,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-term,Pupil absence in schools in England: autumn term,Autumn term 2021/22,26-May-22,NA,Pupil absence in schools in England: autumn term,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/suspensions-and-permanent-exclusions-in-england,Suspensions and permanent exclusions in England,Autumn term 2022/23,23-Nov-23,NA,Suspensions and permanent exclusions in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/admission-appeals-in-england,Admission appeals in England,Academic year 2022/23,17-Aug-23,NA,Admission appeals in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-capacity,School capacity,Academic year 2021/22,23-Mar-23,NA,School capacity,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-placements-for-children-from-outside-of-the-uk,School placements for children from outside of the UK,Sep-22,13-Oct-22,NA,School placements for children from outside of the UK,Sep-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-places-sufficiency-survey,School places sufficiency survey,Academic year 2019/20,25-Mar-21,NA,School places sufficiency survey,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics,"Schools, pupils and their characteristics",Academic year 2022/23,08-Jun-23,NA,"Schools, pupils and their characteristics",2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/secondary-and-primary-school-applications-and-offers,Secondary and primary school applications and offers,Academic year 2023/24,15-Jun-23,NA,Secondary and primary school applications and offers,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/special-educational-needs-in-england,Special educational needs in England,Academic year 2022/23,22-Jun-23,NA,Special educational needs in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/the-link-between-absence-and-attainment-at-ks2-and-ks4,The link between absence and attainment at KS2 and KS4,Academic year 2018/19,06-May-22,NA,The link between absence and attainment at KS2 and KS4,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-1-and-phonics-screening-check-attainment,Key stage 1 and phonics screening check attainment,Academic year 2022/23,12-Oct-23,NA,Key stage 1 and phonics screening check attainment,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment,Key stage 2 attainment,Academic year 2022/23,14-Dec-23,NA,Key stage 2 attainment,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment-national-headlines,Key stage 2 attainment: National headlines,Academic year 2022/23,11-Jul-23,NA,Key stage 2 attainment: National headlines,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/level-2-and-3-attainment-by-young-people-aged-19,Level 2 and 3 attainment age 16 to 25,Academic year 2021/22,27-Apr-23,NA,Level 2 and 3 attainment age 16 to 25,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/multi-academy-trust-performance-measures-key-stages-2-4-and-5,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",Academic year 2021/22,16-Mar-23,NA,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/multiplication-tables-check-attainment,Multiplication tables check attainment,Academic year 2022/23,23-Nov-23,NA,Multiplication tables check attainment,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/provisional-t-level-results,Provisional T Level results,Academic year 2022/23,17-Aug-23,NA,Provisional T Level results,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/ecf-and-npq-starts,ECF and NPQ starts,Academic year 2022/23,02-Mar-23,NA,ECF and NPQ starts,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-census,Initial Teacher Training Census,Academic year 2023/24,07-Dec-23,NA,Initial Teacher Training Census,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-performance-profiles,Initial teacher training performance profiles,Academic year 2021/22,27-Jul-23,NA,Initial teacher training performance profiles,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-workforce-in-england,School workforce in England,Reporting year 2022,08-Jun-23,NA,School workforce in England,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/teacher-and-leader-development-ecf-and-npqs,Teacher and Leader development: ECF and NPQs,Academic year 2022/23,19-Jul-23,NA,Teacher and Leader development: ECF and NPQs,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-and-training-statistics-for-the-uk,Education and training statistics for the UK,Reporting year 2023,09-Nov-23,NA,Education and training statistics for the UK,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/employer-skills-survey,Employer Skills Survey,Calendar year 2022,28-Sep-23,NA,Employer Skills Survey,2022,No
https://explore-education-statistics.service.gov.uk/,Explore our statistics and data,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.ukhttps://www.gov.uk/search/research-and-statistics?content_store_document_type=upcoming_statistics&organisations%5B%5D=department-for-education&order=updated-newest,Explore our statistics and data,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/data-catalogue,Browse our open data,Data catalogue,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/methodology,Methodologies,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/glossary,Glossary,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/cookies,Cookies on Explore education statistics,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/privacy-notice,Privacy notice,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/contact-us,Contact Explore education statistics,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/accessibility-statement,Accessibility statement for Explore education statistics,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/help-support,Help and support,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.ukhttps://osr.statisticsauthority.gov.uk/what-we-do/,Explore our statistics and data,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.ukhttps://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Explore our statistics and data,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.ukhttps://www.nationalarchives.gov.uk/information-management/re-using-public-sector-information/uk-government-licensing-framework/crown-copyright/,Explore our statistics and data,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/find-statistics,Find statistics and data,NA,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/data-tables,Create your own tables,Table Tool,NA,NA,NA,NA,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-yield-from-housing-developments,Pupil yield from housing developments,Reporting year 2022,09-Aug-23,NA,Pupil yield from housing developments,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/academy-transfers-and-funding,Academy transfers and funding,Financial year 2022-23,20-Jul-23,NA,Academy transfers and funding,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/postgraduate-initial-teacher-training-targets,Postgraduate initial teacher training targets,Academic year 2023/24,27-Apr-23,NA,Postgraduate initial teacher training targets,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/looked-after-children-aged-16-to-17-in-independent-or-semi-independent-placements,Looked after children aged 16 to 17 in independent or semi-independent placements,Reporting year 2022,23-Mar-23,NA,Looked after children aged 16 to 17 in independent or semi-independent placements,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/free-school-meals-autumn-term,Free school meals: Autumn term,Autumn term 2020/21,30-Mar-21,NA,Free school meals: Autumn term,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/covid-mass-testing-data-in-education,COVID mass testing data in education,Week 6 2021,12-Feb-21,NA,COVID mass testing data in education,Week 6 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district,FE learners going into employment and learning destinations by local authority district,Academic year 2017/18,28-Jan-21,NA,FE learners going into employment and learning destinations by local authority district,2017/18,No
https://explore-education-statistics.service.gov.uk/find-statistics/multi-academy-trust-performance-measures-at-ks2,Multi-academy trust performance measures at key stage 2,Academic year 2018/19,08-Oct-20,NA,Multi-academy trust performance measures at key stage 2,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/2022-23,Pupil absence in schools in England,Autumn and spring term 2022/23,19-Oct-23,NA,Pupil absence in schools in England,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-attendance-in-schools/2024-week-6,Pupil attendance in schools,Week 6 2024,22-Feb-24,NA,Pupil attendance in schools,Week 6 2024,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships/2023-24,Apprenticeships,Academic year 2023/24,15-Feb-24,NA,Apprenticeships,2023/24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/16-18-destination-measures/2021-22,16-18 destination measures,Academic year 2021/22,01-Feb-24,NA,16-18 destination measures,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-4-destination-measures/2021-22,Key stage 4 destination measures,Academic year 2021/22,01-Feb-24,NA,Key stage 4 destination measures,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-4-performance/2022-23,Key stage 4 performance,Academic year 2022/23,01-Feb-24,NA,Key stage 4 performance,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/a-level-and-other-16-to-18-results/2022-23,A level and other 16 to 18 results,Academic year 2022/23,01-Feb-24,NA,A level and other 16 to 18 results,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/school-funding-statistics/2023-24,School funding statistics,Financial year 2023-24,25-Jan-24,NA,School funding statistics,2023-24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-and-skills/2023-24,Further education and skills,Academic year 2023/24,25-Jan-24,NA,Further education and skills,2023/24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/early-years-education-recovery/2024-january,Early years education recovery,Jan-24,25-Jan-24,NA,Early years education recovery,Jan-24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/la-and-school-expenditure/2022-23,LA and school expenditure,Financial year 2022-23,25-Jan-24,NA,LA and school expenditure,2022-23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/children-accommodated-in-secure-childrens-homes/2023,Children accommodated in secure children's homes,Reporting year 2023,18-May-23,NA,Children accommodated in secure children's homes,2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/characteristics-of-children-in-need/2023,Children in need,Reporting year 2023,26-Oct-23,NA,Children in need,2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/children-looked-after-in-england-including-adoptions/2023,Children looked after in England including adoptions,Reporting year 2023,16-Nov-23,NA,Children looked after in England including adoptions,2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce/2022,Children's social work workforce,Reporting year 2022,23-Feb-23,NA,Children's social work workforce,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce-attrition-caseload-and-agency-workforce/2021,"Children's social work workforce: attrition, caseload, and agency workforce",Reporting year 2021,23-May-22,NA,"Children's social work workforce: attrition, caseload, and agency workforce",2021,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/outcomes-for-children-in-need-including-children-looked-after-by-local-authorities-in-england/2022,"Outcomes for children in need, including children looked after by local authorities in England",Reporting year 2022,30-Mar-23,NA,"Outcomes for children in need, including children looked after by local authorities in England",2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/outcomes-of-children-in-need-including-looked-after-children/2018-19,"Outcomes of children in need, including looked after children",Academic year 2018/19,24-Sep-20,NA,"Outcomes of children in need, including looked after children",2018/19,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/serious-incident-notifications/2022-23,Serious incident notifications,Financial year 2022-23,25-May-23,NA,Serious incident notifications,2022-23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-30,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2022,26-Jul-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/co2-monitors-cumulative-delivery-statistics/2021-week-50,CO2 monitors: cumulative delivery statistics,Week 50 2021,16-Dec-21,NA,CO2 monitors: cumulative delivery statistics,Week 50 2021,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/coronavirus-covid-19-reporting-in-higher-education-providers/2020-21,Coronavirus (COVID-19) Reporting in Higher Education Providers,Autumn and spring term 2020/21,19-Feb-21,NA,Coronavirus (COVID-19) Reporting in Higher Education Providers,2020/21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/delivery-of-air-cleaning-units/2022-week-26,Delivery of air cleaning units,Week 26 2022,30-Jun-22,NA,Delivery of air cleaning units,Week 26 2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2022-april,Laptops and tablets data,Apr-22,05-Apr-22,NA,Laptops and tablets data,Apr-22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/vulnerable-children-and-young-people-survey/2022-july,Vulnerable children and young people survey,Jul-22,15-Dec-22,NA,Vulnerable children and young people survey,Jul-22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcomes/2020-21,Further education outcomes,Academic year 2020/21,30-Nov-23,NA,Further education outcomes,2020/21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/longer-term-destinations/2020-21,Longer term destinations,Academic year 2020/21,20-Jul-23,NA,Longer term destinations,2020/21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/neet-statistics-annual-brief/2022,NEET age 16 to 24,Calendar year 2022,02-Mar-23,NA,NEET age 16 to 24,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-training-and-neet-age-16-to-17-by-local-authority/2022-23,"Participation in education, training and NEET age 16 to 17 by local authority",Academic year 2022/23,06-Jul-23,NA,"Participation in education, training and NEET age 16 to 17 by local authority",2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/september-guarantee-offers-of-education-and-training-for-young-people-age-16-and-17/2022-23,September Guarantee: offers of education and training for young people age 16 and 17,Academic year 2022/23,06-Jul-23,NA,September Guarantee: offers of education and training for young people age 16 and 17,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-and-training-and-employment/2022,"Participation in education, training and employment age 16 to 18",Calendar year 2022,19-Oct-23,NA,"Participation in education, training and employment age 16 to 18",2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/progression-to-higher-education-or-training/2021-22,Progression to higher education or training,Academic year 2021/22,19-Oct-23,NA,Progression to higher education or training,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-provider-survey/2023,Childcare and early years provider survey,Reporting year 2023,14-Dec-23,NA,Childcare and early years provider survey,2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-survey-of-parents/2022,Childcare and early years survey of parents,Reporting year 2022,27-Jul-23,NA,Childcare and early years survey of parents,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/early-years-foundation-stage-profile-results/2022-23,Early years foundation stage profile results,Academic year 2022/23,30-Nov-23,NA,Early years foundation stage profile results,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/education-provision-children-under-5/2023,Education provision: children under 5 years of age,Reporting year 2023,06-Jul-23,NA,Education provision: children under 5 years of age,2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/planned-la-and-school-expenditure/2023-24,Planned LA and school expenditure,Financial year 2023-24,28-Sep-23,NA,Planned LA and school expenditure,2023-24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/school-finances-during-the-covid-19-pandemic/2021-22,School finances during the Covid-19 pandemic,Financial year 2021-22,17-Jul-23,NA,School finances during the Covid-19 pandemic,2021-22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/student-loan-forecasts-for-england/2022-23,Student loan forecasts for England,Financial year 2022-23,29-Jun-23,NA,Student loan forecasts for England,2022-23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics/2020-21,Apprenticeships in England by industry characteristics,Academic year 2020/21,28-Apr-22,NA,Apprenticeships in England by industry characteristics,2020/21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/career-pathways-post-16-qualifications-held-by-employees/2018-19,Career pathways: post-16 qualifications held by employees,Tax year 2018-19,25-May-22,NA,Career pathways: post-16 qualifications held by employees,2018-19,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/detailed-destinations-of-16-to-18-year-olds-in-further-education/2018-19,Detailed destinations of 16 to 18 year olds in Further Education,Academic year 2018/19,25-May-22,NA,Detailed destinations of 16 to 18 year olds in Further Education,2018/19,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships/2022-23,Apprenticeships and traineeships,Academic year 2022/23,30-Nov-23,NA,Apprenticeships and traineeships,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-skills-index/2021-22,Further education skills index,Academic year 2021/22,30-Mar-23,NA,Further education skills index,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-workforce/2021-22,Further education workforce,Academic year 2021/22,31-Aug-23,NA,Further education workforce,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes/2020-21,Skills Bootcamps outcomes,Financial year 2020-21,09-Dec-21,NA,Skills Bootcamps outcomes,2020-21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-starts/2022-23,Skills Bootcamps starts,Financial year 2022-23,09-Nov-23,NA,Skills Bootcamps starts,2022-23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/foundation-years-statistics/2021-22,"Foundation year participation, provision and outcomes at HE providers",Academic year 2021/22,19-Oct-23,NA,"Foundation year participation, provision and outcomes at HE providers",2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-labour-markets/2022,Graduate labour market statistics,Calendar year 2022,29-Jun-23,NA,Graduate labour market statistics,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo/2018-19,Graduate outcomes (LEO),Tax year 2018-19,25-Mar-21,NA,Graduate outcomes (LEO),2018-19,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-postgraduate-outcomes/2018-19,Graduate outcomes (LEO): postgraduate outcomes,Tax year 2018-19,20-May-21,NA,Graduate outcomes (LEO): postgraduate outcomes,2018-19,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/higher-level-learners-in-england/2021-22,Higher Level Learners in England,Academic year 2021/22,25-May-23,NA,Higher Level Learners in England,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/leo-graduate-and-postgraduate-outcomes/2020-21,LEO Graduate and Postgraduate Outcomes,Tax year 2020-21,06-Jul-23,NA,LEO Graduate and Postgraduate Outcomes,2020-21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-provider-level-data/2020-21,LEO Graduate outcomes provider level data,Tax year 2020-21,06-Jul-23,NA,LEO Graduate outcomes provider level data,2020-21,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/participation-measures-in-higher-education/2021-22,Participation measures in higher education,Academic year 2021/22,26-Oct-23,NA,Participation measures in higher education,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/uk-revenue-from-education-related-exports-and-transnational-education-activity/2020,UK revenue from education related exports and transnational education activity,Calendar year 2020,15-Dec-22,NA,UK revenue from education related exports and transnational education activity,2020,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/widening-participation-in-higher-education/2021-22,Widening participation in higher education,Academic year 2021/22,13-Jul-23,NA,Widening participation in higher education,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/children-missing-education/2022-23,Children missing education,Academic year 2022/23,18-May-23,NA,Children missing education,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/education-children-s-social-care-and-offending-local-authority-level-dashboard/2019-20,"Education, children’s social care and offending: local authority level dashboard",Academic year 2019/20,30-Mar-23,NA,"Education, children’s social care and offending: local authority level dashboard",2019/20,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/education-health-and-care-plans/2023,"Education, health and care plans",Reporting year 2023,08-Jun-23,NA,"Education, health and care plans",2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/elective-home-education/2022-23,Elective home education,Academic year 2022/23,18-May-23,NA,Elective home education,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/local-authority-school-places-scorecards/2022,Local authority school places scorecards,Reporting year 2022,29-Jun-23,NA,Local authority school places scorecards,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/2023-24,National Tutoring Programme,Academic year 2023/24,14-Dec-23,NA,National Tutoring Programme,2023/24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/national-pupil-projections/2023,National pupil projections,Reporting year 2023,19-Oct-23,NA,National pupil projections,2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/parental-responsibility-measures/2022-23,Parental responsibility measures,Academic year 2022/23,14-Dec-23,NA,Parental responsibility measures,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-and-spring-terms/2021-22,Pupil absence in schools in England: autumn and spring terms,Autumn and spring term 2021/22,20-Oct-22,NA,Pupil absence in schools in England: autumn and spring terms,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england-autumn-term/2021-22,Pupil absence in schools in England: autumn term,Autumn term 2021/22,26-May-22,NA,Pupil absence in schools in England: autumn term,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/suspensions-and-permanent-exclusions-in-england/2022-23,Suspensions and permanent exclusions in England,Autumn term 2022/23,23-Nov-23,NA,Suspensions and permanent exclusions in England,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/admission-appeals-in-england/2022-23,Admission appeals in England,Academic year 2022/23,17-Aug-23,NA,Admission appeals in England,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/school-capacity/2021-22,School capacity,Academic year 2021/22,23-Mar-23,NA,School capacity,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/school-placements-for-children-from-outside-of-the-uk/2022-september,School placements for children from outside of the UK,Sep-22,13-Oct-22,NA,School placements for children from outside of the UK,Sep-22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/school-places-sufficiency-survey/2019-20,School places sufficiency survey,Academic year 2019/20,25-Mar-21,NA,School places sufficiency survey,2019/20,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2022-23,"Schools, pupils and their characteristics",Academic year 2022/23,08-Jun-23,NA,"Schools, pupils and their characteristics",2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/secondary-and-primary-school-applications-and-offers/2023-24,Secondary and primary school applications and offers,Academic year 2023/24,15-Jun-23,NA,Secondary and primary school applications and offers,2023/24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/special-educational-needs-in-england/2022-23,Special educational needs in England,Academic year 2022/23,22-Jun-23,NA,Special educational needs in England,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/the-link-between-absence-and-attainment-at-ks2-and-ks4/2018-19,The link between absence and attainment at KS2 and KS4,Academic year 2018/19,06-May-22,NA,The link between absence and attainment at KS2 and KS4,2018/19,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-1-and-phonics-screening-check-attainment/2022-23,Key stage 1 and phonics screening check attainment,Academic year 2022/23,12-Oct-23,NA,Key stage 1 and phonics screening check attainment,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment/2022-23,Key stage 2 attainment,Academic year 2022/23,14-Dec-23,NA,Key stage 2 attainment,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment-national-headlines/2022-23,Key stage 2 attainment: National headlines,Academic year 2022/23,11-Jul-23,NA,Key stage 2 attainment: National headlines,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/level-2-and-3-attainment-by-young-people-aged-19/2021-22,Level 2 and 3 attainment age 16 to 25,Academic year 2021/22,27-Apr-23,NA,Level 2 and 3 attainment age 16 to 25,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/multi-academy-trust-performance-measures-key-stages-2-4-and-5/2021-22,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",Academic year 2021/22,16-Mar-23,NA,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/multiplication-tables-check-attainment/2022-23,Multiplication tables check attainment,Academic year 2022/23,23-Nov-23,NA,Multiplication tables check attainment,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/provisional-t-level-results/2022-23,Provisional T Level results,Academic year 2022/23,17-Aug-23,NA,Provisional T Level results,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/ecf-and-npq-starts/2022-23,ECF and NPQ starts,Academic year 2022/23,02-Mar-23,NA,ECF and NPQ starts,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-census/2023-24,Initial Teacher Training Census,Academic year 2023/24,07-Dec-23,NA,Initial Teacher Training Census,2023/24,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-performance-profiles/2021-22,Initial teacher training performance profiles,Academic year 2021/22,27-Jul-23,NA,Initial teacher training performance profiles,2021/22,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/school-workforce-in-england/2022,School workforce in England,Reporting year 2022,08-Jun-23,NA,School workforce in England,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/teacher-and-leader-development-ecf-and-npqs/2022-23,Teacher and Leader development: ECF and NPQs,Academic year 2022/23,19-Jul-23,NA,Teacher and Leader development: ECF and NPQs,2022/23,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/education-and-training-statistics-for-the-uk/2023,Education and training statistics for the UK,Reporting year 2023,09-Nov-23,NA,Education and training statistics for the UK,2023,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/employer-skills-survey/2022,Employer Skills Survey,Calendar year 2022,28-Sep-23,NA,Employer Skills Survey,2022,Yes
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-yield-from-housing-developments/2022,Pupil yield from housing developments,Reporting year 2022,09-Aug-23,NA,Pupil yield from housing developments,2022,Yes
